id,name,location,state,type,tuition,roomAndBoard,acceptanceRate,rating,size,rank,feesByIncome
5311,Louisiana Delta Community College,"Monroe, LA",LA,Public,4159,15000,,,small,5301,"{'0-30000': 8252, '110001+': 12452, '30001-48000': 12917, '48001-75000': 8028, '75001-110000': 9330}"
5312,Learnet Academy Inc,"Los Angeles, CA",CA,Private Research,0,15000,,,small,5301,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5313,The Fab School,"Rancho Cucamonga, CA",CA,Private,0,15000,,,small,5301,"{'0-30000': 39666, '110001+': 0, '30001-48000': 39142, '48001-75000': 36925, '75001-110000': 0}"
5314,Networks Barber College,"Calumet City, IL",IL,Private,0,15000,,,small,5301,"{'0-30000': 16086, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5315,JB's Hair Design and Barber College,"Oklahoma City, OK",OK,Private,0,15000,,,small,5301,"{'0-30000': 18068, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5316,Paul Mitchell the School-Lombard,"Lombard, IL",IL,Private,0,15000,,,small,5301,"{'0-30000': 19248, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5317,Paul Mitchell the School-Greenville,"Greenville, SC",SC,Private,0,15000,,,small,5301,"{'0-30000': 13976, '110001+': 19579, '30001-48000': 15124, '48001-75000': 15993, '75001-110000': 19579}"
5318,Barber and Beauty Academy of Pennsylvania,"Harrisburg, PA",PA,Private,0,15000,,,small,5301,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5319,Delta College of Arts & Technology-Lafayette Campus,"Lafayette, LA",LA,Private,0,15000,,,small,5301,"{'0-30000': 14688, '110001+': 0, '30001-48000': 0, '48001-75000': 15009, '75001-110000': 16815}"
5320,Delta College-Slidell Campus,"Slidell, LA",LA,Private,0,15000,,,small,5301,"{'0-30000': 15591, '110001+': 0, '30001-48000': 15175, '48001-75000': 17337, '75001-110000': 20596}"
5321,Integrity College of Health,"Pasadena, CA",CA,Private,0,15000,,,small,5301,"{'0-30000': 22148, '110001+': 0, '30001-48000': 22066, '48001-75000': 25188, '75001-110000': 28536}"
5322,Electrical and HVAC/R Training Center,"Copiague, NY",NY,Private,0,15000,,,small,5301,"{'0-30000': 14878, '110001+': 19040, '30001-48000': 15332, '48001-75000': 17705, '75001-110000': 16681}"
5323,Alexander Paul Institute of Hair Design,"Greenville, NC",NC,Private,0,15000,,,small,5301,"{'0-30000': 14127, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5324,More Tech Institute,"Hialeah, FL",FL,Private,0,15000,,,small,5301,"{'0-30000': 34293, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5325,Dorsey College-Dearborn,"Detroit, MI",MI,Private,22320,15000,,,small,5301,"{'0-30000': 27565, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5326,Neecee's Barber College,"Abilene, TX",TX,Private,0,15000,,,small,5301,"{'0-30000': 19131, '110001+': 0, '30001-48000': 17817, '48001-75000': 20277, '75001-110000': 0}"
5327,Bella Cosmetology and Barber College,"Greenville, TX",TX,Private,0,15000,,,small,5301,"{'0-30000': 23672, '110001+': 0, '30001-48000': 22630, '48001-75000': 0, '75001-110000': 28748}"
5328,Franklin Hair Academy School of Cosmetology,"Franklin, TN",TN,Private,0,15000,,,small,5301,"{'0-30000': 20058, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5329,Ana G. Mendez University,"Orlando, FL",FL,Private Research,12980,15000,,,small,5301,"{'0-30000': 17524, '110001+': 0, '30001-48000': 18094, '48001-75000': 19770, '75001-110000': 18952}"
5330,Ohio Institute of Allied Health,"Huber Heights, OH",OH,Private,17303,15000,,,small,5301,"{'0-30000': 31814, '110001+': 0, '30001-48000': 33772, '48001-75000': 0, '75001-110000': 0}"
5331,Access Careers,"Hempstead, NY",NY,Private,0,15000,,,small,5301,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5332,Luckes Beauty Academy LLC,"Newport  News, VA",VA,Private,0,15000,,,small,5301,"{'0-30000': 6786, '110001+': 0, '30001-48000': 0, '48001-75000': 13281, '75001-110000': 0}"
5333,Total Transformation Institute of Cosmetology,"San Marcos, TX",TX,Private,0,15000,,,small,5301,"{'0-30000': 26128, '110001+': 31180, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5334,Vibe Barber College,"Memphis, TN",TN,Private,0,15000,,,small,5301,"{'0-30000': 10537, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5335,Champ's Barber School,"Lancaster, PA",PA,Private,0,15000,,,small,5301,"{'0-30000': 17942, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5336,Washington University of Science and Technology,"Vienna, VA",VA,Private,0,15000,,,small,5301,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5337,East-West Healing Arts Institute,"Madison, WI",WI,Private,0,15000,,,small,5301,"{'0-30000': 28628, '110001+': 0, '30001-48000': 32732, '48001-75000': 31422, '75001-110000': 0}"
5338,Standard Healthcare Services-College of Nursing,"Falls Church, VA",VA,Private,0,15000,32.68,,small,5301,"{'0-30000': 34366, '110001+': 0, '30001-48000': 34614, '48001-75000': 35984, '75001-110000': 38228}"
5339,Philadelphia Technician Training,"Philadelphia, PA",PA,Private,0,15000,,,small,5301,"{'0-30000': 21389, '110001+': 0, '30001-48000': 22238, '48001-75000': 0, '75001-110000': 0}"
5340,Grace International Beauty School,"Flushing, NY",NY,Private,0,15000,,,small,5301,"{'0-30000': 13549, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5341,Alliance Computing Solutions,"Flushing, NY",NY,Private,0,15000,,,small,5301,"{'0-30000': 14732, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5342,InterAmerican Technical Institute,"Miami, FL",FL,Private,0,15000,,,small,5301,"{'0-30000': 30480, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5343,Bay Area Medical Academy,"San Francisco, CA",CA,Private,0,15000,,,small,5301,"{'0-30000': 23211, '110001+': 0, '30001-48000': 23839, '48001-75000': 26424, '75001-110000': 28188}"
5344,Mind Body Institute,"Madison, TN",TN,Private,0,15000,,,small,5301,"{'0-30000': 16523, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5345,Parisian Spa Institute,"Jacksonville, FL",FL,Private,0,15000,,,small,5301,"{'0-30000': 8708, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5346,Creative Touch Cosmetology School,"Waterloo, IL",IL,Private,0,15000,,,small,5301,"{'0-30000': 10098, '110001+': 0, '30001-48000': 10098, '48001-75000': 0, '75001-110000': 0}"
5347,LaBarberia Institute of Hair,"Mayfield Hts, OH",OH,Private,0,15000,,,small,5301,"{'0-30000': 13213, '110001+': 0, '30001-48000': 13675, '48001-75000': 0, '75001-110000': 0}"
5348,Bos-Man's Barber College,"Shreveport, LA",LA,Private,0,15000,100.0,,small,5301,"{'0-30000': 12922, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5349,Lawrence & Company College of Cosmetology,"Selma, CA",CA,Private,0,15000,,,small,5301,"{'0-30000': 16115, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5350,Alabama College of Osteopathic Medicine,"Dothan, AL",AL,Private Research,0,15000,,,small,5301,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5351,High Desert Medical College,"Lancaster, CA",CA,Private,0,15000,,,small,5301,"{'0-30000': 26480, '110001+': 22933, '30001-48000': 27673, '48001-75000': 27435, '75001-110000': 28885}"
5352,Paul Mitchell the School-Schenectady,"Schenectady, NY",NY,Private,0,15000,,,small,5301,"{'0-30000': 18737, '110001+': 0, '30001-48000': 0, '48001-75000': 24501, '75001-110000': 0}"
5353,Beyond Measure Barbering Institute,"Mebane, NC",NC,Private,0,15000,,,small,5301,"{'0-30000': 11909, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5354,Barber Institute of Texas,"Longview, TX",TX,Private,0,15000,,,small,5301,"{'0-30000': 14356, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5355,Jupiter Beauty Academy,"Boston, MA",MA,Private,0,15000,,,small,5301,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5356,MedQuest College,"Louisville, KY",KY,Private,0,15000,,,small,5301,"{'0-30000': 18288, '110001+': 22555, '30001-48000': 19011, '48001-75000': 16182, '75001-110000': 20372}"
5357,First Coast Barber Academy,"Jacksonville, FL",FL,Private,0,15000,,,small,5301,"{'0-30000': 15598, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5358,Debutantes School of Cosmetology and Nail Technology,"Dekalb, IL",IL,Private,0,15000,,,small,5301,"{'0-30000': 14472, '110001+': 16435, '30001-48000': 15152, '48001-75000': 13866, '75001-110000': 14556}"
5359,Paul Mitchell the School-Farmington Hills,"Farmington Hills, MI",MI,Private,0,15000,,,small,5301,"{'0-30000': 13770, '110001+': 19183, '30001-48000': 0, '48001-75000': 18138, '75001-110000': 17135}"
5360,Paul Mitchell the School-Merrillville,"Merrillville, IN",IN,Private,0,15000,,,small,5301,"{'0-30000': 13290, '110001+': 16111, '30001-48000': 11578, '48001-75000': 10078, '75001-110000': 0}"
5361,TIGI Hairdressing Academy Newtown,"Newtown, CT",CT,Private,0,15000,,,small,5301,"{'0-30000': 13422, '110001+': 19917, '30001-48000': 13942, '48001-75000': 19917, '75001-110000': 19917}"
5362,Yahweh Beauty Academy,"Killeen, TX",TX,Private,0,15000,,,small,5301,"{'0-30000': 15778, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5363,Arizona School of Integrative Studies,"Mesa, AZ",AZ,Private,0,15000,,,small,5301,"{'0-30000': 12597, '110001+': 17422, '30001-48000': 10800, '48001-75000': 14754, '75001-110000': 12691}"
5364,Lee Professional Institute,"Fort Myers, FL",FL,Private,0,15000,,,small,5301,"{'0-30000': 16572, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5365,Park Place Premier Barber School,"New Orleans, LA",LA,Private,0,15000,,,small,5301,"{'0-30000': 11009, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5366,The Salon Professional Academy-San Jose,"San Jose, CA",CA,Private,0,15000,,,small,5301,"{'0-30000': 15763, '110001+': 19124, '30001-48000': 17265, '48001-75000': 18409, '75001-110000': 19699}"
5367,Tri-Community Adult Education,"Covina, CA",CA,Public,0,15000,,,small,5301,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5368,Ross Medical Education Center-Owensboro,"Owensboro, KY",KY,Private,0,15000,,,small,5301,"{'0-30000': 19204, '110001+': 0, '30001-48000': 18004, '48001-75000': 0, '75001-110000': 0}"
5369,Ross Medical Education Center-Evansville,"Evansville, IN",IN,Private,0,15000,,,small,5301,"{'0-30000': 20046, '110001+': 0, '30001-48000': 9357, '48001-75000': 9357, '75001-110000': 0}"
5370,Ross Medical Education Center-Johnson City,"Johnson City, TN",TN,Private,0,15000,,,small,5301,"{'0-30000': 19509, '110001+': 0, '30001-48000': 24837, '48001-75000': 18141, '75001-110000': 0}"
5371,North-West College-Anaheim,"Anaheim, CA",CA,Private,0,15000,,,small,5301,"{'0-30000': 26248, '110001+': 0, '30001-48000': 27605, '48001-75000': 28706, '75001-110000': 30038}"
5372,North-West College-Long Beach,"Long Beach, CA",CA,Private,0,15000,,,small,5301,"{'0-30000': 28947, '110001+': 32878, '30001-48000': 29558, '48001-75000': 30108, '75001-110000': 30894}"
5373,Taylor Andrews Academy of Hair Design-Provo,"Provo, UT",UT,Private,0,15000,,,small,5301,"{'0-30000': 12208, '110001+': 18131, '30001-48000': 13544, '48001-75000': 17903, '75001-110000': 17931}"
5374,University of Florida-Online,"Gainesville, FL",FL,Public,3876,15000,64.64,4.159375,small,5301,"{'0-30000': 1861, '110001+': 13036, '30001-48000': 3708, '48001-75000': 6892, '75001-110000': 9994}"
5375,Ogle School Hair Skin Nails-Stafford,"Stafford, TX",TX,Private,0,15000,,,small,5301,"{'0-30000': 20100, '110001+': 24641, '30001-48000': 20563, '48001-75000': 22203, '75001-110000': 23531}"
5376,University of Phoenix-Arizona,"Phoenix, AZ",AZ,Private Research,9552,15000,,,large,5301,"{'0-30000': 12628, '110001+': 18352, '30001-48000': 13971, '48001-75000': 15380, '75001-110000': 17673}"
5377,University of Phoenix-California,"Ontario, CA",CA,Private Research,0,15000,,,small,5301,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5378,University of Phoenix-Nevada,"Las Vegas, NV",NV,Private Research,0,15000,,,small,5301,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5379,University of Phoenix-Texas,"Dallas, TX",TX,Private Research,0,15000,,,small,5301,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5380,Minerva University,"San Francisco, CA",CA,Private Research,17650,15000,1.0,,small,5301,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5381,University of West Los Angeles,"Inglewood, CA",CA,Private Research,0,15000,,,small,5301,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5382,Rabbinical College Ohr Yisroel,"Brooklyn, NY",NY,Private,9000,15000,,,small,5301,"{'0-30000': 3898, '110001+': 0, '30001-48000': 3605, '48001-75000': 6361, '75001-110000': 0}"
5383,Aveda Institute-Phoenix,"Tempe, AZ",AZ,Private,0,15000,,,small,5301,"{'0-30000': 20656, '110001+': 24297, '30001-48000': 0, '48001-75000': 19952, '75001-110000': 20877}"
5384,University of North Texas at Dallas,"Dallas, TX",TX,Public Research,9518,15000,93.61,3.271875,small,5301,"{'0-30000': 7994, '110001+': 14320, '30001-48000': 8353, '48001-75000': 10468, '75001-110000': 14012}"
5385,Dermal Science International Aesthetics and Nail Academy,"Reston, VA",VA,Private,0,15000,,,small,5301,"{'0-30000': 10647, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5386,BridgeValley Community & Technical College,"South  Charleston, WV",WV,Public,5132,15000,,,small,5301,"{'0-30000': 7688, '110001+': 9923, '30001-48000': 8541, '48001-75000': 8910, '75001-110000': 10780}"
5387,Northwest College-Medford,"Medford, OR",OR,Private,0,15000,,,small,5301,"{'0-30000': 19093, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5388,Houston Training Schools-Gessner,"Houston, TX",TX,Private,0,15000,,,small,5301,"{'0-30000': 6522, '110001+': 0, '30001-48000': 7294, '48001-75000': 0, '75001-110000': 0}"
5389,Empire Beauty School-Buffalo,"Cheektowaga, NY",NY,Private,0,15000,,,small,5301,"{'0-30000': 16055, '110001+': 21321, '30001-48000': 16065, '48001-75000': 19092, '75001-110000': 21321}"
5390,Paul Mitchell the School-Toledo,"Sylvania, OH",OH,Private,0,15000,,,small,5301,"{'0-30000': 16081, '110001+': 22576, '30001-48000': 16295, '48001-75000': 17918, '75001-110000': 20303}"
5391,Georgia Military College,"Milledgeville, GA",GA,Public,7043,15000,,,small,5301,"{'0-30000': 11947, '110001+': 0, '30001-48000': 14432, '48001-75000': 14547, '75001-110000': 16234}"
5392,Beau Monde Academy of Barbering and Cosmetology,"Portland, OR",OR,Private,0,15000,,,small,5301,"{'0-30000': 22539, '110001+': 27430, '30001-48000': 25081, '48001-75000': 0, '75001-110000': 0}"
5393,Fountain of Youth Academy of Cosmetology,"Pittsburgh, PA",PA,Private,0,15000,,,small,5301,"{'0-30000': 25289, '110001+': 28391, '30001-48000': 26226, '48001-75000': 26428, '75001-110000': 0}"
5394,West Coast University-Miami,"Doral, FL",FL,Private,23866,15000,,,small,5301,"{'0-30000': 30936, '110001+': 37131, '30001-48000': 0, '48001-75000': 35408, '75001-110000': 0}"
5395,Aparicio-Levy Technical College,"Tampa, FL",FL,Public,0,15000,,,small,5301,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5396,The Vocational Nursing Institute Inc,"Houston, TX",TX,Private,0,15000,100.0,,small,5301,"{'0-30000': 59523, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5397,Hollywood Institute of Beauty Careers-West Palm Beach,"West Palm Beach, FL",FL,Private,0,15000,,,small,5301,"{'0-30000': 17498, '110001+': 0, '30001-48000': 17582, '48001-75000': 19637, '75001-110000': 20929}"
5398,Hollywood Institute of Beauty Careers-Casselberry,"Casselberry, FL",FL,Private,0,15000,,,small,5301,"{'0-30000': 14869, '110001+': 0, '30001-48000': 14236, '48001-75000': 17778, '75001-110000': 18353}"
5399,Empire Beauty School-Cheltenham,"Wyncote, PA",PA,Private,0,15000,,,small,5301,"{'0-30000': 17587, '110001+': 22811, '30001-48000': 17782, '48001-75000': 21399, '75001-110000': 22811}"
5400,High Tech High Graduate School of Education,"San Diego, CA",CA,Private Research,0,15000,,,small,5301,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5401,Coachella Valley Beauty College-Hemet,"Hemet, CA",CA,Private,0,15000,,,small,5301,"{'0-30000': 11714, '110001+': 0, '30001-48000': 0, '48001-75000': 14053, '75001-110000': 15419}"
5402,Coastal Pines Technical College,"Waycross, GA",GA,Public,2759,15000,,,small,5301,"{'0-30000': 3341, '110001+': 0, '30001-48000': 2629, '48001-75000': 6423, '75001-110000': 5675}"
5403,Studio Beauty School,"Spokane Valley, WA",WA,Private,0,15000,,,small,5401,"{'0-30000': 17794, '110001+': 0, '30001-48000': 17003, '48001-75000': 19919, '75001-110000': 0}"
5404,Latin Beauty Academy,"greenacres, FL",FL,Private,0,15000,,,small,5401,"{'0-30000': 16549, '110001+': 0, '30001-48000': 17260, '48001-75000': 17811, '75001-110000': 0}"
5405,Associated Barber College of San Diego,"San Diego, CA",CA,Private,0,15000,,,small,5401,"{'0-30000': 20644, '110001+': 0, '30001-48000': 23216, '48001-75000': 18886, '75001-110000': 0}"
5406,ABCO Technology,"Inglewood, CA",CA,Private,0,15000,,,small,5401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5407,Lionel University,"Carpinteria, CA",CA,Private,15288,15000,,,small,5401,"{'0-30000': 22401, '110001+': 0, '30001-48000': 24516, '48001-75000': 24732, '75001-110000': 0}"
5408,California Intercontinental University,"Sioux Falls, SD",SD,Private Research,9054,15000,,,small,5401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5409,Infinity College,"Lafayette, LA",LA,Private,0,15000,,,small,5401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5410,Universal Healthcare Careers College,"Los Angeles, CA",CA,Private,0,15000,,,small,5401,"{'0-30000': 28868, '110001+': 0, '30001-48000': 28839, '48001-75000': 0, '75001-110000': 0}"
5411,New Beginnings Beauty Academy,"Pine Bluff, AR",AR,Private,0,15000,,,small,5401,"{'0-30000': 17677, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5412,Dolce The Academy,"Waterbury, CT",CT,Private,0,15000,,,small,5401,"{'0-30000': 17992, '110001+': 0, '30001-48000': 16044, '48001-75000': 0, '75001-110000': 0}"
5413,American College of the Building Arts,"Charleston, SC",SC,Private,20572,15000,76.67,3.540625,small,5401,"{'0-30000': 26586, '110001+': 36067, '30001-48000': 33567, '48001-75000': 0, '75001-110000': 36067}"
5414,River Valley School of Massage,"Russellville, AR",AR,Private,0,15000,,,small,5401,"{'0-30000': 9080, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5415,Atlantis University,"Miami, FL",FL,Private Research,12720,15000,,,small,5401,"{'0-30000': 17327, '110001+': 0, '30001-48000': 17458, '48001-75000': 17350, '75001-110000': 17747}"
5416,Westchester School for Medical & Dental Assistants,"Ardsley, NY",NY,Private,0,15000,,,small,5401,"{'0-30000': 11590, '110001+': 0, '30001-48000': 12252, '48001-75000': 0, '75001-110000': 0}"
5417,Studio Incamminati,"Philadelphia, PA",PA,Private,16525,15000,100.0,,small,5401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5418,Salon Boutique Academy,"Addison, TX",TX,Private,0,15000,,,small,5401,"{'0-30000': 20910, '110001+': 0, '30001-48000': 0, '48001-75000': 22785, '75001-110000': 24989}"
5419,GA Beauty & Barber School,"McAllen, TX",TX,Private,0,15000,,,small,5401,"{'0-30000': 27910, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5420,The Recording Conservatory of Austin,"Austin, TX",TX,Private,0,15000,,,small,5401,"{'0-30000': 23791, '110001+': 0, '30001-48000': 23796, '48001-75000': 27082, '75001-110000': 27082}"
5421,VH Barber & Styling Academy,"Bossier City, LA",LA,Private,0,15000,,,small,5401,"{'0-30000': 29623, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5422,Bet Medrash Gadol Ateret Torah,"Brooklyn, NY",NY,Private,10700,15000,92.11,,small,5401,"{'0-30000': 1266, '110001+': 0, '30001-48000': 1154, '48001-75000': 3353, '75001-110000': 3500}"
5423,Yeshiva Ohr Yisrael,"Brooklyn, NY",NY,Private,8950,15000,100.0,,small,5401,"{'0-30000': 0, '110001+': 16005, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5424,Yeshiva Sholom Shachna,"Brooklyn, NY",NY,Private,10750,15000,100.0,,small,5401,"{'0-30000': 2976, '110001+': 0, '30001-48000': 5668, '48001-75000': 6175, '75001-110000': 0}"
5425,Bethlehem College & Seminary,"Minneapolis, MN",MN,Private Research,7244,15000,,,small,5401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5426,Elmezzi Graduate School of Molecular Medicine,"Manhasset, NY",NY,Private Research,0,15000,,,small,5401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5427,Theatre of Arts,"Hollywood, CA",CA,Private,20895,15000,,,small,5401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5428,Westchester College of Nursing & Allied Health,"Los Angeles, CA",CA,Private,0,15000,,,small,5401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5429,Treasure Coast Technical College,"Vero Beach, FL",FL,Public,0,15000,,,small,5401,"{'0-30000': 8817, '110001+': 0, '30001-48000': 6674, '48001-75000': 8365, '75001-110000': 0}"
5430,American College of Barbering,"Louisville, KY",KY,Private,0,15000,,,small,5401,"{'0-30000': 18649, '110001+': 0, '30001-48000': 0, '48001-75000': 21206, '75001-110000': 0}"
5431,Beth Medrash Meor Yitzchok,"Monsey, NY",NY,Private,11600,15000,56.0,,small,5401,"{'0-30000': 9486, '110001+': 0, '30001-48000': 11016, '48001-75000': 13880, '75001-110000': 0}"
5432,Mingo Extended Learning Center,"Delbarton, WV",WV,Public,0,15000,88.24,,small,5401,"{'0-30000': 5352, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5433,San Ignacio University,"Doral, FL",FL,Private Research,10405,15000,,,small,5401,"{'0-30000': 15110, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5434,ZMS The Academy,"Los Angeles, CA",CA,Private,0,15000,,,small,5401,"{'0-30000': 9329, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5435,Valor Christian College,"Canal Winchester, OH",OH,Private,9892,15000,,,small,5401,"{'0-30000': 23288, '110001+': 29152, '30001-48000': 22657, '48001-75000': 24021, '75001-110000': 29152}"
5436,Bethany Global University,"Bloomington, MN",MN,Private Research,16270,15000,96.15,,small,5401,"{'0-30000': 23116, '110001+': 17780, '30001-48000': 22377, '48001-75000': 21532, '75001-110000': 20018}"
5437,HVAC Technical Institute,"Chicago, IL",IL,Private,0,15000,,,small,5401,"{'0-30000': 21212, '110001+': 0, '30001-48000': 20671, '48001-75000': 22558, '75001-110000': 23883}"
5438,United International College,"Miramar, FL",FL,Private,8907,15000,,,small,5401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5439,San Francisco Film School,"San Francisco, CA",CA,Private,0,15000,,,small,5401,"{'0-30000': 28896, '110001+': 0, '30001-48000': 28896, '48001-75000': 28896, '75001-110000': 0}"
5440,Center for Ultrasound Research & Education,"White Plains, NY",NY,Private,0,15000,,,small,5401,"{'0-30000': 51211, '110001+': 54869, '30001-48000': 49561, '48001-75000': 0, '75001-110000': 51624}"
5441,Culinary Tech Center,"White Plains, NY",NY,Private,0,15000,,,small,5401,"{'0-30000': 15478, '110001+': 0, '30001-48000': 19685, '48001-75000': 17359, '75001-110000': 20184}"
5442,Randolph Technical Center,"Elkins, WV",WV,Public,0,15000,,,small,5401,"{'0-30000': 7934, '110001+': 0, '30001-48000': 3502, '48001-75000': 0, '75001-110000': 0}"
5443,AMG School of Nursing,"Brooklyn, NY",NY,Private,0,15000,,,small,5401,"{'0-30000': 33046, '110001+': 0, '30001-48000': 33046, '48001-75000': 0, '75001-110000': 0}"
5444,Saint Michael College of Allied Health,"Washington, DC",DC,Private,19405,15000,57.6,,small,5401,"{'0-30000': 36058, '110001+': 0, '30001-48000': 36392, '48001-75000': 0, '75001-110000': 0}"
5445,Presidio Graduate School,"San Francisco, CA",CA,Private Research,0,15000,,,small,5401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5446,Sandra Academy of Salon Services,"New Tazewell, TN",TN,Private,0,15000,,,small,5401,"{'0-30000': 13582, '110001+': 0, '30001-48000': 13407, '48001-75000': 0, '75001-110000': 0}"
5447,Wright Graduate University for the Realization of Human Potential,"Elkhorn, WI",WI,Private Research,0,15000,,,small,5401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5448,California Jazz Conservatory,"Berkeley, CA",CA,Private,22800,15000,,,small,5401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 44554}"
5449,California Barber and Beauty College,"San Diego, CA",CA,Private,0,15000,,,small,5401,"{'0-30000': 8554, '110001+': 0, '30001-48000': 9061, '48001-75000': 10181, '75001-110000': 0}"
5450,Laredo CHI Academy Beauty School,"Laredo, TX",TX,Private,0,15000,,,small,5401,"{'0-30000': 9484, '110001+': 0, '30001-48000': 9818, '48001-75000': 11201, '75001-110000': 0}"
5451,Florida International Training Institute,"Miami, FL",FL,Private,0,15000,83.49,,small,5401,"{'0-30000': 27012, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
5452,Gould's Academy,"Memphis, TN",TN,Private,0,15000,,,small,5401,"{'0-30000': 14267, '110001+': 19906, '30001-48000': 16507, '48001-75000': 16901, '75001-110000': 0}"
