State,zipcode,Mean Income,Estimated Investments,Home_Value
AR,71658,"42,531.58", -   ,
AR,71660,"59,209.68",1548,"103,713"
AR,71663,"74,211.54",32769,
AR,71665,"64,100.00","20,149","151,230"
AR,71667,"60,100.00","7,901","123,109"
AR,71670,"62,425.58",7814,"118,938"
AR,71671,"49,357.23","19,333","98,202"
AR,71674,"50,795.24",1333,
AR,71675,"53,651.47",10882,"130,029"
AR,71676,"46,975.00",2250,
AR,71701,"58,077.62","26,074","94,442"
AR,71720,"55,240.45",5191,"90,939"
AR,71725,"41,425.00", -   ,"62,578"
AR,71726,"50,189.74",5282,
AR,71730,"70,059.86","97,017","125,129"
AR,71740,"60,809.84",6525,
AR,71742,"48,283.62","15,492","80,727"
AR,71743,"48,504.00",4147,"87,837"
AR,71744,"61,350.43",9368,"109,999"
AR,71747,"43,431.25",125,
AR,71749,"61,020.43",7613,
AR,71751,"71,043.75",8938,
AR,71752,"45,003.03",9515,
AR,71753,"61,247.58","41,925","129,973"
AR,71758,"64,375.00",1375,
AR,71762,"90,381.91","79,191","104,689"
AR,71763,"69,205.88",11020,"91,623"
AR,71764,"54,507.81",10813,"69,122"
AR,71765,"53,585.33",13013,
AR,71766,"52,979.17",1250,
AR,71770,"53,357.98",9176,"84,557"
AR,71801,"47,928.72","11,901","103,168"
AR,71822,"55,707.89","19,483","141,157"
AR,71825,"46,140.91",455,
AR,71826,"46,605.41",1189,"95,802"
AR,71827,"50,500.00",2444,"91,133"
AR,71832,"49,055.50","12,665","153,300"
AR,71833,"57,682.43",3649,"126,420"
AR,71834,"56,708.16",6163,
AR,71835,"47,891.67",2542,
AR,71836,"51,819.81",8094,
AR,71837,"55,915.38","13,631","187,011"
AR,71838,"44,338.24",1529,
AR,71841,"55,240.63",5125,
AR,71842,"57,172.37",16816,
AR,71845,"45,021.74",17130,"93,643"
AR,71846,"57,374.19",9548,
AR,71847,"55,504.17",1083,
AR,71851,"39,889.66",12437,"111,840"
AR,71852,"59,110.89","20,344","164,269"
AR,71853,"51,633.33",1200,
AR,71854,"64,590.22","29,510","156,675"
AR,71855,"44,385.72",571,
AR,71857,"46,957.53","9,662","71,512"
AR,71858,"45,137.93",3414,
AR,71859,"43,783.33",333,"96,965"
AR,71860,"53,016.67",14976,"74,497"
AR,71861,"68,685.37",13756,"119,498"
AR,71862,"45,929.63",1926,
AR,71866,"56,877.27",6273,
AR,71901,"67,075.91","61,117","204,091"
AR,71909,"80,829.49","128,568","294,497"
AR,71913,"77,821.31","67,175","259,604"
AR,71921,"52,688.81",5090,"157,461"
AR,71923,"58,730.73","37,104","167,794"
AR,71929,"60,794.63","16,127","218,348"
AR,71933,"61,842.11",4561,"237,687"
AR,71935,"46,220.00",2400,
AR,71937,"44,563.77",2551,"158,899"
AR,71940,"50,435.59",9390,
AR,71941,"57,085.14",8649,
AR,71943,"51,234.10","13,006","189,370"
AR,71944,"51,388.00",1120,
AR,71945,"46,631.92",6128,
AR,71949,"53,286.49",5703,"145,751"
AR,71950,"50,691.18",5176,
AR,71953,"56,201.29","30,589","181,932"
AR,71956,"43,272.60",4356,"113,841"
AR,71957,"58,761.11","29,000","226,996"
AR,71958,"57,305.43",16000,"149,809"
AR,71959,"56,422.22",1185,"136,755"
AR,71960,"43,330.44",4826,
AR,71961,"49,997.14",13086,
AR,71962,"57,240.74",6815,
AR,71964,"61,026.83","16,024","250,685"
AR,71965,"48,069.23",1846,
AR,71968,"70,236.51","49,979","288,426"
AR,71970,"52,527.27",2273,
AR,71971,"51,612.50",1250,"201,282"
AR,71972,"58,215.39",308,
AR,71973,"47,243.48",2435,
AR,72001,"46,925.00",625,
AR,72002,"75,476.51","19,220","237,846"
AR,72003,"63,836.67",6867,
AR,72004,"44,881.08",1135,
AR,72006,"43,084.52",8262,"57,450"
AR,72007,"76,310.66","24,275","241,547"
AR,72010,"54,173.78","17,271","153,820"
AR,72011,"65,758.37",8206,"226,963"
AR,72012,"68,833.63","20,746","204,141"
AR,72013,"61,730.77",9308,"210,148"
AR,72015,"60,938.86","10,646","196,814"
AR,72016,"66,828.57",14143,"222,566"
AR,72017,"54,385.72",1333,
AR,72019,"92,545.52","41,793","284,492"
AR,72020,"49,737.14",6857,"126,563"
AR,72021,"48,899.29",10326,"64,501"
AR,72022,"66,808.21","17,775","242,903"
AR,72023,"76,907.29","28,205","244,132"
AR,72024,"68,469.06","21,986","166,181"
AR,72025,"53,767.74",774,"143,082"
AR,72026,"44,715.38",462,
AR,72027,"57,926.32",14456,
AR,72029,"46,762.12",5848,
AR,72030,"55,885.19",741,
AR,72031,"56,342.51","24,181","163,534"
AR,72032,"63,657.27","26,466","215,507"
AR,72034,"79,483.23","50,210","272,091"
AR,72036,"35,126.09",174,
AR,72039,"60,144.57",9804,"193,460"
AR,72040,"58,881.19","22,376",
AR,72041,"60,223.40",11021,
AR,72042,"58,756.68","30,471","111,449"
AR,72044,"76,930.00",21850,"314,087"
AR,72045,"67,303.51",4702,"247,510"
AR,72046,"58,097.44","21,923","133,762"
AR,72047,"66,790.70",2465,
AR,72051,"46,495.24",9143,
AR,72055,"62,587.10",32903,
AR,72057,"61,792.11",3316,
AR,72058,"76,465.58","25,702","269,174"
AR,72060,"45,748.00",3600,
AR,72061,"59,176.47",1059,
AR,72063,"60,783.33",9212,
AR,72064,"61,856.84",14716,
AR,72065,"73,425.32","11,696","233,916"
AR,72067,"65,891.30","28,696","237,138"
AR,72068,"39,565.22",174,
AR,72069,"47,163.04",9000,
AR,72070,"53,386.11",5972,"160,698"
AR,72072,"46,525.00",2000,
AR,72073,"48,625.00",6455,"97,794"
AR,72076,"48,948.86","13,208","161,077"
AR,72079,"56,842.86",643,
AR,72080,"53,782.61",8000,
AR,72081,"51,766.89","10,304","168,938"
AR,72082,"35,221.67",733,
AR,72084,"55,625.58",2140,"112,951"
AR,72086,"61,842.66","24,014","191,398"
AR,72087,"68,784.93",18658,"279,227"
AR,72088,"62,356.38","56,340","140,193"
AR,72101,"64,424.56","26,526","102,042"
AR,72102,"53,543.40",10698,"174,921"
AR,72103,"49,406.85","10,140","175,910"
AR,72104,"58,542.58","20,063","141,328"
AR,72106,"67,322.91","15,031","207,929"
AR,72110,"62,976.72","41,095","148,533"
AR,72111,"69,270.18",5439,"277,208"
AR,72112,"54,461.60","30,762","85,878"
AR,72113,"85,726.19","53,909","300,804"
AR,72114,"42,206.54","11,913","77,757"
AR,72116,"84,506.86","89,152","237,142"
AR,72117,"47,897.68","12,935","132,808"
AR,72118,"47,681.30","15,387","125,966"
AR,72120,"77,833.87","42,285","222,177"
AR,72121,"58,015.00",11620,"205,343"
AR,72122,"113,492.86","55,357","336,704"
AR,72125,"51,352.94",1176,"136,881"
AR,72126,"60,454.48","23,310","147,822"
AR,72127,"63,090.91",9727,"149,228"
AR,72128,"58,246.88",1000,
AR,72129,"65,692.59",6593,
AR,72130,"50,355.56",1222,
AR,72131,"64,304.02","30,342","235,269"
AR,72132,"62,203.29",7303,"175,034"
AR,72134,"62,873.33",6133,
AR,72135,"151,190.63","161,672","339,126"
AR,72136,"58,711.25",5125,"221,578"
AR,72137,"55,240.78",9534,"208,765"
AR,72141,"49,431.25",1000,
AR,72142,"87,746.90","45,841","279,704"
AR,72143,"72,121.08","54,750","207,741"
AR,72150,"71,337.50","20,466","205,940"
AR,72152,"49,242.86",429,
AR,72153,"54,170.83",20229,"168,407"
AR,72156,"69,914.82",33333,
AR,72157,"59,325.00",6800,
AR,72160,"66,512.05","62,540","105,433"
AR,72167,"57,529.58",4479,"180,345"
AR,72168,"41,018.18", -   ,
AR,72173,"71,415.51","18,449","255,094"
AR,72175,"34,654.55", -   ,
AR,72176,"60,631.34","7,368","205,792"
AR,72179,"56,847.37",2211,
AR,72201,"266,045.28","221,509","279,341"
AR,72202,"91,321.97","133,895","146,471"
AR,72204,"39,289.15","9,559","113,747"
AR,72205,"78,507.93","65,594","218,363"
AR,72206,"50,967.97","15,691","122,570"
AR,72207,"245,480.64","539,383","384,883"
AR,72209,"33,084.63","5,456","107,552"
AR,72210,"71,550.61","31,803","256,189"
AR,72211,"96,266.23","76,310","271,437"
AR,72212,"177,253.50","251,682","372,734"
AR,72223,"181,356.15","309,653","461,319"
AR,72227,"107,761.92","176,146","261,322"
AR,72301,"45,027.05","18,997","111,291"
AR,72315,"56,823.76","15,522","79,651"
AR,72324,"50,907.89",4658,"112,741"
AR,72326,"52,222.62",6071,"110,620"
AR,72327,"75,568.33",10767,
AR,72330,"44,790.00", -   ,
AR,72331,"36,475.58",2209,"56,197"
AR,72333,"50,225.93",2222,"62,729"
AR,72335,"42,030.90","14,480","69,727"
AR,72342,"49,225.00","29,891","50,817"
AR,72346,"50,815.79",632,
AR,72347,"55,780.95",3048,"89,179"
AR,72348,"50,512.86",19171,"147,672"
AR,72350,"55,468.97",690,
AR,72354,"51,960.00",4450,"80,584"
AR,72355,"52,202.35",6235,"91,822"
AR,72358,"36,078.05",49,
AR,72360,"47,673.33","24,226","82,471"
AR,72364,"70,920.37","31,214","221,883"
AR,72365,"46,719.59",2619,"78,297"
AR,72366,"55,491.67",13867,"50,522"
AR,72368,"75,805.56",10500,"106,809"
AR,72370,"47,856.47","17,705",
AR,72372,"57,531.25",3406,"115,585"
AR,72373,"34,754.29",400,
AR,72374,"44,522.22",889,"69,401"
AR,72376,"58,636.36",6303,
AR,72384,"46,841.38",138,
AR,72386,"65,000.00",18807,"80,067"
AR,72390,"38,034.46",3521,"37,452"
AR,72392,"48,975.00",1000,
AR,72394,"35,768.75", -   ,
AR,72395,"83,875.00",5063,
AR,72396,"59,135.55","31,504","143,771"
AR,72401,"59,770.17","44,386","172,434"
AR,72404,"93,884.24","53,002","248,138"
AR,72410,"41,885.72", -   ,
AR,72411,"54,475.29",2518,"125,114"
AR,72412,"64,047.62",1714,
AR,72413,"37,111.77",235,
AR,72414,"68,264.29",1429,
AR,72415,"47,386.27",3608,
AR,72416,"61,958.00",5776,"188,985"
AR,72417,"63,552.27",5386,"214,057"
AR,72419,"53,339.34",2131,"101,870"
AR,72421,"46,715.79",421,
AR,72422,"53,725.90","14,602","94,280"
AR,72425,"41,992.86",1143,
AR,72429,"56,461.54",923,
AR,72430,"52,341.67",167,
AR,72432,"57,529.52",6511,"121,229"
AR,72433,"44,972.92",2625,"96,421"
AR,72434,"52,014.67",5600,"128,940"
AR,72435,"49,058.33",667,
AR,72436,"50,102.44",2634,"150,027"
AR,72437,"61,028.57",3729,"146,732"
AR,72438,"60,526.09",3739,
AR,72440,"55,050.00",2000,
AR,72442,"70,728.13",6031,"168,256"
AR,72443,"51,911.11",6630,"143,679"
AR,72444,"48,842.65",2794,"134,806"
AR,72447,"64,168.49",5425,"127,663"
AR,72450,"60,011.99","28,458","178,266"
AR,72454,"56,697.47","33,111","107,415"
AR,72455,"55,803.00","25,141","136,038"
AR,72456,"48,640.00",900,
AR,72458,"50,042.31",462,
AR,72459,"47,982.22",3244,
AR,72460,"49,655.56",519,
AR,72461,"58,889.76",11386,"107,558"
AR,72466,"54,441.67",5208,
AR,72469,"50,930.95",5571,
AR,72470,"56,172.73",545,
AR,72471,"50,118.18",727,"74,907"
AR,72472,"53,405.54","6,099","117,327"
AR,72473,"57,836.05",9512,"82,910"
AR,72476,"55,276.89","16,053","120,807"
AR,72479,"61,517.78",16756,"111,934"
AR,72482,"38,053.49",3023,"110,094"
AR,72501,"65,290.33","36,616","158,645"
AR,72512,"42,434.12",16541,"138,464"
AR,72513,"55,535.24",16743,"180,091"
AR,72517,"49,878.57",1143,
AR,72519,"53,634.02",19526,"181,237"
AR,72521,"56,508.60",7677,"156,167"
AR,72522,"51,016.67",556,
AR,72523,"47,831.43",514,
AR,72524,"53,006.25",1125,
AR,72527,"51,665.39",9385,
AR,72529,"49,287.57","25,964","137,462"
AR,72530,"57,525.68",16973,"267,272"
AR,72531,"68,303.13",14125,"200,886"
AR,72532,"49,448.39",12903,
AR,72533,"39,058.33",333,
AR,72534,"55,506.00",3320,
AR,72536,"47,300.00",3176,
AR,72537,"72,857.90",35579,"240,308"
AR,72538,"50,493.75",2125,
AR,72539,"47,720.00",800,
AR,72542,"48,461.75","14,161","127,816"
AR,72543,"67,540.00","51,173","237,921"
AR,72544,"65,057.69",13769,"202,637"
AR,72550,"56,540.00",1771,
AR,72554,"50,641.12",7477,"165,809"
AR,72556,"61,232.19","35,671","168,237"
AR,72560,"54,009.83","34,711","192,461"
AR,72561,"53,002.86",5771,
AR,72562,"55,541.67",4095,"131,042"
AR,72564,"55,035.30",588,
AR,72565,"42,143.33",1067,
AR,72566,"57,076.19",857,
AR,72567,"41,391.67",333,
AR,72568,"52,697.18",3296,"153,520"
AR,72569,"48,844.45",222,
AR,72571,"79,987.50",1000,
AR,72573,"52,569.23",308,
AR,72576,"54,655.78","18,490","167,354"
AR,72577,"53,548.15",1259,
AR,72579,"58,089.47",7930,"187,765"
AR,72581,"65,965.12",36326,"246,860"
AR,72583,"52,852.54",10746,"217,450"
AR,72584,"46,335.00",1100,
AR,72601,"61,309.01","34,948","217,844"
AR,72611,"50,752.05",9562,"214,660"
AR,72616,"55,333.92","28,798","217,022"
AR,72619,"49,666.28","37,465","199,176"
AR,72623,"58,361.54",7462,
AR,72624,"56,072.22",778,
AR,72626,"61,447.06",36510,"228,101"
AR,72628,"49,582.61",2522,
AR,72629,"44,591.67",583,
AR,72631,"66,100.00","67,063","310,146"
AR,72632,"63,560.18","64,597","296,010"
AR,72633,"53,403.08",6923,"224,196"
AR,72634,"58,842.57","36,079","214,379"
AR,72635,"55,140.91","26,623","186,178"
AR,72638,"53,799.67","22,686","193,896"
AR,72639,"39,826.32",526,
AR,72640,"44,557.15",571,
AR,72641,"55,230.43",18109,"237,790"
AR,72642,"58,835.96","56,607","226,205"
AR,72644,"50,443.81",12324,"180,097"
AR,72645,"45,258.46",18431,"146,864"
AR,72648,"48,043.33",1667,
AR,72650,"45,884.66",11141,"150,138"
AR,72651,"46,388.68",19321,"202,885"
AR,72653,"65,662.34","51,030","228,986"
AR,72655,"44,650.00",1000,
AR,72658,"55,707.14",22371,"268,798"
AR,72660,"43,722.73",5636,
AR,72661,"56,495.83",29167,"242,157"
AR,72662,"59,143.75","20,547","272,314"
AR,72666,"25,900.00",3400,
AR,72668,"53,619.05",8286,"220,959"
AR,72675,"50,934.62",16962,"194,767"
AR,72680,"42,538.71",10194,
AR,72682,"51,894.74",2211,
AR,72683,"39,053.85", -   ,
AR,72685,"47,505.88",35137,"210,282"
AR,72687,"54,131.20","32,744","194,575"
AR,72701,"85,911.58","79,539","368,383"
AR,72703,"122,941.91","154,463","381,084"
AR,72704,"95,703.51","75,999","347,705"
AR,72712,"409,053.77","7,166,944","476,329"
AR,72714,"90,135.89","44,015","337,882"
AR,72715,"87,187.80","75,066","342,629"
AR,72717,"71,844.12",7059,
AR,72718,"180,331.51","92,462","524,855"
AR,72719,"98,259.60","29,730","345,405"
AR,72721,"53,213.34",400,
AR,72722,"62,416.67",10955,"269,617"
AR,72727,"64,839.86","12,203","268,787"
AR,72730,"85,771.94","34,422","329,114"
AR,72732,"82,778.38","60,721","402,485"
AR,72734,"64,538.99","12,218","285,512"
AR,72736,"78,097.41","40,880","323,646"
AR,72738,"68,207.83","18,574","331,896"
AR,72739,"77,978.26",29391,
AR,72740,"59,575.80","17,799","237,870"
AR,72742,"53,733.33",3917,
AR,72744,"59,236.45","14,402","234,964"
AR,72745,"78,338.96","35,504","337,812"
AR,72751,"78,862.69","19,227","334,756"
AR,72752,"46,100.00",667,
AR,72753,"74,591.82","22,679","300,853"
AR,72756,"71,281.66","49,356","320,395"
AR,72758,"116,079.94","82,213","415,553"
AR,72760,"44,910.00",1200,
AR,72761,"85,477.32","55,801","267,552"
AR,72762,"88,298.21","56,323","361,764"
AR,72764,"59,657.56","26,075","299,512"
AR,72768,"61,718.75",6875,"221,285"
AR,72769,"64,835.71",12190,
AR,72773,"57,479.17",14167,"236,888"
AR,72774,"67,004.39","19,662","278,634"
AR,72776,"50,569.57",1652,
AR,72801,"52,782.12","33,264","163,611"
AR,72802,"76,276.11","62,784","225,211"
AR,72821,"47,572.41",5897,"116,749"
AR,72823,"51,799.21","8,901","153,238"
AR,72824,"47,800.00",2967,
AR,72830,"53,238.26","18,273","175,165"
AR,72832,"45,458.07",2774,
AR,72833,"52,031.64","35,751","147,096"
AR,72834,"55,101.74","15,129","167,210"
AR,72835,"54,161.11",3667,"185,645"
AR,72837,"64,851.26","25,560","198,170"
AR,72840,"43,328.57",2130,"141,446"
AR,72842,"52,508.16",4327,"149,638"
AR,72843,"58,051.25",9500,"167,178"
AR,72845,"53,646.00",6920,"169,914"
AR,72846,"56,224.18",10536,"183,956"
AR,72847,"58,567.86",9982,"191,198"
AR,72851,"56,444.83",11103,
AR,72852,"38,718.18",545,
AR,72853,"52,495.45",5394,
AR,72854,"56,252.18",7304,
AR,72855,"52,730.47","12,618","145,268"
AR,72856,"41,500.00",1176,
AR,72857,"49,653.49",3581,
AR,72858,"64,687.66",11844,"204,556"
AR,72860,"41,713.33",933,
AR,72863,"56,494.52",17123,
AR,72865,"55,040.43",9277,
AR,72901,"51,843.08","42,186","124,842"
AR,72903,"84,100.18","128,445","226,255"
AR,72904,"37,429.24","3,431","104,340"
AR,72908,"74,150.56","47,063","215,619"
AR,72916,"111,565.91","97,495","315,095"
AR,72921,"69,808.01","19,909","232,130"
AR,72923,"52,134.78",7981,"180,370"
AR,72926,"44,465.00",2500,
AR,72927,"48,329.28","13,502","149,256"
AR,72928,"51,261.54",3615,
AR,72930,"53,490.48",7714,
AR,72932,"55,789.06",1719,"222,169"
AR,72933,"66,571.43","28,969","179,295"
AR,72934,"48,072.73",1576,
AR,72936,"74,170.42","29,277","222,145"
AR,72937,"60,973.03","14,803","183,179"
AR,72938,"54,997.78",6000,
AR,72940,"63,710.64",10277,"182,385"
AR,72941,"65,920.63","26,484","221,999"
AR,72943,"48,122.11",7874,"164,632"
AR,72944,"57,835.24",10629,"157,566"
AR,72946,"54,346.72","18,745","185,486"
AR,72947,"57,012.00",10013,"168,660"
AR,72948,"59,466.67",1467,
AR,72949,"58,953.71","29,437","158,425"
AR,72950,"52,038.46", -   ,
AR,72951,"54,989.74",7026,
AR,72952,"64,177.08",10896,"237,769"
AR,72955,"45,440.00",700,
AR,72956,"58,678.92","20,313","189,513"
AR,72958,"45,161.36","13,545","125,638"
AR,72959,"55,887.93",9828,"248,339"
AR,99999,"100,306.33","74,643",
AZ,00000,"88,215.11","80,743",
AZ,85003,"98,397.98","82,049","590,928"
AZ,85004,"98,778.48","94,809","429,564"
AZ,85006,"56,959.38","11,848","419,989"
AZ,85007,"68,242.02","38,364","423,325"
AZ,85008,"50,464.24","10,849","380,996"
AZ,85009,"38,357.47","3,914","290,111"
AZ,85012,"152,606.73","147,294","661,280"
AZ,85013,"95,223.30","73,014","501,493"
AZ,85014,"97,078.45","78,698","457,999"
AZ,85015,"49,777.37","11,896","346,586"
AZ,85016,"176,197.90","389,893","521,292"
AZ,85017,"37,382.48","2,695","308,322"
AZ,85018,"247,472.77","358,006","965,422"
AZ,85019,"40,697.84","3,759","330,553"
AZ,85020,"107,572.97","122,945","409,737"
AZ,85021,"93,770.71","75,941","449,961"
AZ,85022,"79,321.74","50,185","467,871"
AZ,85023,"78,783.27","54,020","421,615"
AZ,85024,"88,594.16","31,193","489,069"
AZ,85027,"64,827.23","17,044","384,757"
AZ,85028,"178,434.80","200,063","687,481"
AZ,85029,"52,658.92","16,619","361,361"
AZ,85031,"38,766.06","4,537","332,341"
AZ,85032,"72,457.70","31,942","451,617"
AZ,85033,"39,687.22","1,408","332,797"
AZ,85034,"59,766.26","16,700","297,510"
AZ,85035,"38,854.69",714,"329,347"
AZ,85037,"48,115.41","2,822","357,757"
AZ,85040,"46,519.97","3,034","325,521"
AZ,85041,"52,459.15","5,751","372,445"
AZ,85042,"67,772.92","16,332","392,592"
AZ,85043,"52,124.78","1,979","373,477"
AZ,85044,"100,028.80","87,356","482,652"
AZ,85045,"153,600.00","101,969","661,115"
AZ,85048,"133,733.84","134,833","586,988"
AZ,85050,"146,227.24","142,307","620,407"
AZ,85051,"45,992.60","7,647","347,405"
AZ,85053,"58,762.71","17,846","386,049"
AZ,85054,"126,931.86","123,823","679,930"
AZ,85083,"134,311.82","65,863","629,997"
AZ,85085,"128,491.31","53,519","656,989"
AZ,85086,"117,928.50","76,034","632,619"
AZ,85087,"101,244.35","46,954","631,477"
AZ,85118,"110,589.31","164,194","490,868"
AZ,85119,"69,218.47","39,582","427,723"
AZ,85120,"51,674.30","13,896","352,429"
AZ,85122,"59,376.05","15,344","312,616"
AZ,85128,"53,201.66","9,724","281,345"
AZ,85131,"57,749.13","37,305","294,777"
AZ,85132,"67,559.90","23,837","340,996"
AZ,85137,"56,702.50",6225,"163,902"
AZ,85138,"68,999.20","15,417","354,294"
AZ,85139,"63,577.93","7,447","347,164"
AZ,85140,"81,038.88","29,950","435,631"
AZ,85142,"112,068.09","36,278","585,839"
AZ,85143,"65,314.46","9,928","383,626"
AZ,85145,"64,114.06",6031,"296,647"
AZ,85172,"53,118.84",2609,
AZ,85173,"47,622.86",3276,"194,549"
AZ,85192,"54,308.51",1617,"127,977"
AZ,85193,"54,637.25",5529,"346,931"
AZ,85194,"79,673.82","53,236","359,583"
AZ,85201,"50,625.22","17,468","365,187"
AZ,85202,"60,491.82","24,458","402,388"
AZ,85203,"73,048.65","40,146","450,762"
AZ,85204,"54,505.45","12,522","394,716"
AZ,85205,"79,170.23","54,869","405,180"
AZ,85206,"70,735.29","55,974","387,846"
AZ,85207,"119,661.45","105,030","560,996"
AZ,85208,"57,323.24","19,603","384,282"
AZ,85209,"77,010.82","46,256","448,445"
AZ,85210,"52,401.48","14,451","367,996"
AZ,85212,"105,291.80","32,329","567,914"
AZ,85213,"110,949.23","81,122","555,273"
AZ,85215,"109,342.35","96,228","503,048"
AZ,85224,"82,693.53","44,963","461,498"
AZ,85225,"70,903.75","22,476","454,953"
AZ,85226,"107,956.19","79,398","506,595"
AZ,85233,"117,541.17","53,504","526,055"
AZ,85234,"110,150.91","58,878","551,689"
AZ,85248,"150,487.31","208,479","571,718"
AZ,85249,"158,491.93","116,195","682,586"
AZ,85250,"152,579.32","220,761","622,377"
AZ,85251,"144,055.08","196,329","531,221"
AZ,85253,"821,935.60","2,681,847","3,008,220"
AZ,85254,"172,795.43","195,149","872,482"
AZ,85255,"339,192.55","840,763","1,253,956"
AZ,85256,"51,044.81",160,
AZ,85257,"80,413.08","41,283","563,496"
AZ,85258,"211,682.13","365,638","848,688"
AZ,85259,"244,010.50","418,869","1,095,518"
AZ,85260,"187,291.99","236,522","721,979"
AZ,85262,"422,825.21","1,561,184","1,496,370"
AZ,85263,"208,249.51","533,495","836,539"
AZ,85264,"119,005.88","30,029","1,156,748"
AZ,85266,"299,212.50","661,077","1,253,250"
