State,zipcode,Mean Income,Estimated Investments,Home_Value
MO,64834,"72,605.36","30,588","238,409"
MO,64835,"44,791.76",2353,
MO,64836,"57,844.26","79,156","218,160"
MO,64840,"60,179.84","25,500","232,724"
MO,64842,"41,951.52",788,"174,899"
MO,64843,"48,282.84",3925,"185,070"
MO,64844,"48,314.84",8736,"168,451"
MO,64847,"43,145.45", -   ,
MO,64848,"53,029.17",3500,"257,248"
MO,64850,"56,100.94","26,313","212,860"
MO,64854,"46,824.10",7497,"158,310"
MO,64855,"69,301.50",13564,"234,931"
MO,64856,"58,471.07","21,736","222,375"
MO,64859,"51,590.91",6982,"254,441"
MO,64861,"51,426.67",6400,"244,057"
MO,64862,"50,054.01","21,241","227,868"
MO,64863,"48,165.15",2939,"165,847"
MO,64865,"59,087.55","17,295","205,200"
MO,64866,"52,709.09",12655,"247,791"
MO,64867,"52,171.15",10808,"263,295"
MO,64870,"60,365.25","28,058","211,695"
MO,64873,"51,524.44",18844,"262,631"
MO,65001,"56,755.56",19111,"227,832"
MO,65010,"85,497.38","46,029","346,426"
MO,65011,"58,211.22","28,408","280,949"
MO,65013,"53,906.85","15,603","199,215"
MO,65014,"54,824.47",12702,"221,970"
MO,65016,"74,806.45",23871,"292,087"
MO,65017,"44,024.62",1938,"206,557"
MO,65018,"58,602.92","29,135","214,354"
MO,65020,"68,451.65","80,688","290,837"
MO,65023,"81,517.02","34,234","302,683"
MO,65024,"56,300.00",19111,"223,998"
MO,65025,"60,406.25",8813,"193,609"
MO,65026,"52,748.26","22,353","211,448"
MO,65032,"66,316.25",13200,"287,621"
MO,65034,"47,713.79",23310,
MO,65035,"69,477.53","28,854","291,196"
MO,65037,"74,591.42","57,991","332,828"
MO,65039,"98,295.83","57,617","414,007"
MO,65040,"68,034.38",8125,"348,947"
MO,65041,"70,198.45","60,504","224,424"
MO,65043,"64,843.37","26,667","264,492"
MO,65046,"60,835.09",23825,
MO,65047,"64,054.24",10508,"260,947"
MO,65048,"66,310.00",9200,"262,830"
MO,65049,"95,791.12","101,025","343,241"
MO,65050,"58,616.67",14000,
MO,65051,"62,939.52","29,124","241,668"
MO,65052,"76,631.65","46,013","331,808"
MO,65053,"139,152.86","172,943","402,750"
MO,65054,"77,318.18","51,091","262,775"
MO,65058,"66,048.89",20311,"276,505"
MO,65059,"67,204.35",14957,"268,136"
MO,65061,"50,628.57",10714,"134,988"
MO,65063,"72,897.74","24,045","296,973"
MO,65064,"49,876.00",5200,"231,198"
MO,65065,"85,279.28","75,105","328,548"
MO,65066,"56,335.69","54,370","207,119"
MO,65067,"55,168.42",1053,"121,905"
MO,65068,"63,188.89",14000,"256,964"
MO,65069,"63,609.68",30452,
MO,65072,"74,255.42","34,145","317,340"
MO,65074,"62,322.38","19,497","295,965"
MO,65075,"72,492.11",14105,"313,271"
MO,65076,"76,579.41",20824,"321,124"
MO,65077,"59,245.84",14333,
MO,65078,"47,358.02","12,617","196,734"
MO,65079,"101,983.04","124,955","379,362"
MO,65080,"81,016.28",23628,"320,882"
MO,65081,"64,916.54","40,632","184,631"
MO,65082,"56,377.78",6844,"221,129"
MO,65083,"49,706.25",625,"229,444"
MO,65084,"54,164.85","22,369","227,604"
MO,65085,"79,275.38","58,523","272,945"
MO,65101,"70,491.46","52,968","245,288"
MO,65109,"75,901.06","74,151","256,426"
MO,65201,"97,637.10","104,602","308,116"
MO,65202,"60,692.50","23,528","259,485"
MO,65203,"107,550.80","127,596","350,258"
MO,65230,"55,625.00",18571,
MO,65231,"68,681.82","27,832","292,476"
MO,65232,"60,554.55",15636,
MO,65233,"62,721.75","43,891","218,669"
MO,65236,"55,850.88",18421,
MO,65237,"62,871.05",23684,"239,894"
MO,65239,"67,769.84",20127,"259,055"
MO,65240,"66,383.11","30,501","258,677"
MO,65243,"60,725.71","27,905","369,807"
MO,65244,"65,350.00",11400,"230,615"
MO,65247,"60,174.07",3630,"245,368"
MO,65248,"68,052.20","35,396","209,007"
MO,65250,"67,844.00",16720,
MO,65251,"59,644.36","41,538","221,451"
MO,65254,"62,942.35","57,624","175,538"
MO,65255,"77,860.56","34,995","341,539"
MO,65256,"73,738.00","25,460","367,054"
MO,65257,"53,824.29",5971,"190,141"
MO,65258,"63,061.91",22286,
MO,65259,"55,689.68",15778,"185,745"
MO,65260,"61,478.57",5000,"243,835"
MO,65261,"58,036.54",21346,
MO,65262,"70,472.22",23000,"320,294"
MO,65263,"53,965.38",11590,"202,394"
MO,65264,"74,080.00","70,857","250,828"
MO,65265,"57,181.78","47,659","160,141"
MO,65270,"91,753.44","41,831","145,181"
MO,65274,"64,343.84","30,493","177,366"
MO,65275,"59,972.22","33,611","170,167"
MO,65276,"63,439.73","28,164","232,923"
MO,65279,"122,638.37","108,907","421,877"
MO,65281,"67,156.39","62,286","160,270"
MO,65283,"59,230.44",8522,
MO,65284,"68,342.45","23,755","319,657"
MO,65285,"63,244.45",15852,
MO,65287,"83,266.67",9429,
MO,65301,"58,289.33","30,640","162,136"
MO,65305,"46,132.74",2779,
MO,65321,"66,033.34",29524,
MO,65322,"74,085.19",14296,"263,652"
MO,65323,"50,727.03",1568,"217,367"
MO,65324,"68,867.80","41,525","280,925"
MO,65325,"56,896.32","30,544","194,861"
MO,65326,"56,762.50","23,227","147,411"
MO,65329,"47,541.67",2583,
MO,65330,"56,900.00",1778,
MO,65332,"57,103.85",11154,"243,202"
MO,65333,"58,425.81",13161,"200,923"
MO,65334,"67,853.85",17692,"245,011"
MO,65335,"52,983.34",1333,
MO,65336,"58,571.58","11,586","246,121"
MO,65337,"55,658.89",7622,"177,286"
MO,65338,"55,444.03",10836,"171,717"
MO,65339,"67,142.31",16385,
MO,65340,"59,600.76","36,130","167,511"
MO,65344,"69,807.69",9846,
MO,65345,"47,605.00",10000,"314,463"
MO,65347,"61,833.33",27111,"258,786"
MO,65348,"58,708.93",9214,"218,692"
MO,65349,"51,611.43",15410,"110,812"
MO,65350,"64,692.00",24800,"224,332"
MO,65351,"56,703.96","23,248","151,401"
MO,65354,"56,687.50",7083,
MO,65355,"52,957.40","23,586","162,647"
MO,65360,"51,107.25","12,725","160,031"
MO,65401,"63,081.43","44,573","221,088"
MO,65438,"43,079.61","20,757","168,127"
MO,65440,"50,927.78",667,"210,102"
MO,65441,"58,526.48","16,584","193,373"
MO,65444,"55,733.33",6359,"243,840"
MO,65446,"37,786.67",533,
MO,65449,"51,300.00",4000,
MO,65452,"54,883.46",12189,"184,123"
MO,65453,"59,323.29","44,877","203,691"
MO,65456,"53,705.88",4941,
MO,65457,"44,238.46",1077,
MO,65459,"54,617.87","12,897","194,950"
MO,65462,"53,813.33",7567,"199,980"
MO,65463,"50,733.33",7897,
MO,65464,"47,787.50",1125,
MO,65466,"49,883.58",8567,"145,579"
MO,65470,"53,910.00",6050,"292,714"
MO,65473,"56,960.98",3883,
MO,65479,"42,300.00",667,
MO,65483,"50,859.70","23,433","171,708"
MO,65486,"52,859.56",8250,"203,220"
MO,65534,"53,973.08",3885,"215,775"
MO,65535,"48,859.72",5944,"200,140"
MO,65536,"56,444.55","43,111","208,400"
MO,65542,"48,090.15","17,182","174,397"
MO,65543,"43,320.00",1867,
MO,65548,"45,915.00","28,725","175,926"
MO,65550,"53,095.50",12414,"178,305"
MO,65552,"58,750.00",6821,"213,773"
MO,65555,"42,232.50",2550,"182,899"
MO,65556,"54,716.46","26,338","188,355"
MO,65557,"49,860.00", -   ,
MO,65559,"58,684.87","21,708","213,663"
MO,65560,"54,211.55","28,173","172,958"
MO,65565,"50,784.23","17,631","187,972"
MO,65566,"47,878.13",3125,"119,024"
MO,65567,"48,439.22",5882,"202,275"
MO,65570,"50,378.95",632,"192,906"
MO,65571,"44,200.00",11690,"201,337"
MO,65580,"53,337.84",3622,
MO,65582,"58,907.22","30,825","220,870"
MO,65583,"59,779.27","11,841","230,091"
MO,65584,"54,154.53","7,073","217,355"
MO,65588,"40,959.78",5630,"136,728"
MO,65590,"49,704.92",9443,"271,607"
MO,65591,"51,775.81",13484,"225,553"
MO,65601,"59,394.60",19135,"266,328"
MO,65604,"62,773.78","18,171","241,853"
MO,65605,"52,164.73","24,171","170,220"
MO,65606,"45,012.00","18,592","156,254"
MO,65608,"48,370.60","16,940","215,239"
MO,65609,"44,596.67",4867,"214,297"
MO,65610,"68,718.80","34,848","330,231"
MO,65611,"73,177.32","58,784","367,071"
MO,65612,"71,488.53",25574,"332,329"
MO,65613,"61,598.84","39,674","252,566"
MO,65614,"51,970.83",2000,"257,551"
MO,65616,"59,444.30","38,899","259,668"
MO,65617,"67,707.41",10420,"303,667"
MO,65619,"77,668.74","43,317","294,812"
MO,65620,"42,612.00",1600,
MO,65622,"53,454.55","30,623","196,372"
MO,65624,"64,652.44","26,780","288,514"
MO,65625,"56,440.98","30,410","204,113"
MO,65626,"53,149.18",8656,"230,251"
MO,65627,"50,631.82",15909,"166,461"
MO,65629,"56,925.93",3630,
MO,65630,"110,733.33","122,200",
MO,65631,"72,375.71","15,247","252,196"
MO,65632,"50,282.54",11397,"244,212"
MO,65633,"55,140.94","14,690","223,359"
MO,65634,"53,164.29",2357,"204,032"
MO,65635,"64,403.85",7538,"239,855"
MO,65637,"52,379.55",13818,"225,772"
MO,65638,"41,166.67",1333,
MO,65640,"54,437.84",7838,"340,925"
MO,65641,"65,817.65",32039,"258,562"
MO,65644,"55,898.33",10500,"263,303"
MO,65646,"54,961.73",10667,"242,528"
MO,65647,"46,538.20",6876,"199,475"
MO,65648,"72,588.30","23,094","292,302"
MO,65649,"54,121.13",9493,"240,645"
MO,65650,"52,733.90",9898,"188,995"
MO,65652,"64,826.75",8713,"264,512"
MO,65653,"50,556.52","26,500","207,905"
MO,65655,"50,366.67","45,633","187,122"
MO,65656,"58,854.34","30,347","283,719"
MO,65658,"86,443.75","46,500","293,540"
MO,65661,"46,200.96","20,635","149,198"
MO,65662,"47,345.10",8431,"231,076"
MO,65663,"55,685.42","25,250","328,006"
MO,65667,"47,152.50",10933,"185,252"
MO,65668,"56,843.48","37,942","192,708"
MO,65669,"84,177.97","28,390","311,520"
MO,65672,"60,804.60","32,128","278,921"
MO,65674,"46,478.90",10752,"205,261"
MO,65676,"41,628.57",17143,
MO,65679,"47,740.34",8622,"252,527"
MO,65680,"43,845.28",3396,"203,491"
MO,65681,"70,119.63","88,131","319,770"
MO,65682,"69,017.95","36,154","170,968"
MO,65685,"39,937.84",1405,"224,004"
MO,65686,"76,900.00","74,530","306,449"
MO,65689,"55,264.44","38,056","175,096"
MO,65690,"49,015.39",1231,"210,497"
MO,65692,"46,387.23",4809,"221,865"
MO,65702,"56,194.45",556,
MO,65704,"53,959.28",8563,"183,361"
MO,65705,"52,628.99","19,325","197,510"
MO,65706,"62,840.74","25,715","241,739"
MO,65707,"55,962.25",8082,"185,386"
MO,65708,"65,423.05","78,156","193,981"
MO,65710,"57,640.00",10080,"263,045"
MO,65711,"54,920.58","52,728","177,192"
MO,65712,"60,853.80","29,005","209,943"
MO,65713,"52,810.78",8843,"244,314"
MO,65714,"88,145.50","51,565","311,938"
MO,65717,"51,571.26",18644,"196,555"
MO,65720,"58,322.22",3630,
MO,65721,"83,077.62","43,154","300,866"
MO,65722,"48,297.30",4324,"226,409"
MO,65723,"55,331.97","19,687","191,564"
MO,65724,"57,795.16",20710,"161,930"
MO,65725,"63,998.18",14455,"263,812"
MO,65729,"58,358.33",18667,
MO,65731,"36,761.54", -   ,
MO,65732,"48,914.29",4571,"236,758"
MO,65733,"50,704.35",10696,"240,290"
MO,65734,"50,556.39",12496,"213,665"
MO,65737,"75,612.16","66,511","316,269"
MO,65738,"69,304.19","23,188","258,082"
MO,65739,"67,938.10","35,937","370,539"
MO,65740,"35,621.43",1584,"173,183"
MO,65742,"89,233.99","77,087","320,311"
MO,65745,"54,346.00",8560,"230,481"
MO,65746,"53,087.78","12,650","235,396"
MO,65747,"73,086.67","70,703","321,146"
MO,65752,"58,468.42",1263,"198,072"
MO,65753,"58,911.27","14,282","242,217"
MO,65754,"61,245.65",3348,
MO,65755,"48,162.50",2000,
MO,65756,"52,517.86",5286,"212,294"
MO,65757,"84,714.17","47,016","304,509"
MO,65759,"49,202.08",8125,"211,772"
MO,65760,"45,663.33",47867,"205,725"
MO,65761,"55,333.33",23733,"200,656"
MO,65762,"50,070.59",3765,"208,996"
MO,65764,"38,912.28",3965,"245,727"
MO,65767,"60,111.63",16279,"212,417"
MO,65768,"51,394.45",1111,
MO,65769,"56,072.22","30,778","243,620"
MO,65770,"61,493.43","19,358","291,218"
MO,65771,"78,727.14",21029,"386,803"
MO,65772,"57,791.67",5786,"248,431"
MO,65773,"43,462.50",8917,"213,608"
MO,65774,"39,095.35",5116,"163,896"
MO,65775,"61,108.62","45,657","208,844"
MO,65777,"43,941.67",833,
MO,65778,"37,370.00",3300,"178,288"
MO,65779,"49,861.90",17119,"157,443"
MO,65781,"70,337.85","21,958","267,956"
MO,65785,"55,941.56","32,069","223,907"
MO,65786,"54,992.31",7758,"199,863"
MO,65787,"79,350.00","44,743","313,742"
MO,65788,"52,294.12",1294,
MO,65789,"53,456.94",14917,"233,541"
MO,65790,"49,386.67",2533,"244,292"
MO,65791,"53,926.71","19,938","137,406"
MO,65793,"51,372.76","20,146","180,760"
MO,65802,"59,426.23","36,088","194,634"
MO,65803,"56,060.67","23,114","176,436"
MO,65804,"84,555.28","121,119","254,494"
MO,65806,"34,573.85","10,050","123,007"
MO,65807,"51,631.08","26,033","223,399"
MO,65809,"207,166.78","399,050","426,468"
MO,65810,"95,394.91","76,761","341,956"
MO,99999,"74,440.12","89,679",
MS,00000,"64,859.06","35,358",
MS,38601,"53,800.00",7200,"229,602"
MS,38603,"49,931.82",5600,"127,198"
MS,38606,"58,381.70","30,164","187,163"
MS,38610,"50,054.40",10736,"140,194"
MS,38611,"59,813.60","11,990","260,181"
MS,38614,"48,947.91","36,057","44,454"
MS,38617,"33,446.16",846,
MS,38618,"60,415.81","12,613","218,723"
MS,38619,"46,547.78","18,857","158,146"
MS,38620,"45,668.83",5260,"168,338"
MS,38621,"31,883.33",167,"85,696"
MS,38625,"56,425.58",791,"154,255"
MS,38626,"60,246.34",24732,"136,939"
MS,38627,"58,529.63",5259,"195,533"
MS,38629,"51,772.86",4229,"156,449"
MS,38632,"95,450.67","32,115","333,830"
MS,38633,"48,222.92",5250,"143,476"
MS,38635,"46,799.01","12,977","156,838"
MS,38637,"42,711.89","4,405","194,066"
MS,38641,"88,566.67","30,389","312,406"
MS,38642,"52,886.36",7291,"163,364"
MS,38643,"34,385.29",3382,
MS,38645,"55,458.49",35887,"55,881"
MS,38646,"45,815.24",17657,
MS,38647,"41,618.37",8122,"132,513"
MS,38650,"54,159.26",6457,"182,868"
MS,38651,"89,515.40","32,022","348,745"
MS,38652,"61,420.86","37,015","185,311"
MS,38654,"78,528.98","26,299","321,988"
MS,38655,"97,829.71","107,489","374,389"
MS,38658,"51,716.33",7367,"163,854"
MS,38659,"48,654.63",2000,"149,668"
MS,38661,"55,323.26",3279,"218,982"
MS,38663,"61,548.06","29,009","135,855"
MS,38664,"31,737.50",1578,"180,505"
MS,38665,"51,267.92",2019,"211,982"
MS,38666,"47,270.88","26,989","146,358"
MS,38668,"63,296.79","28,355","226,308"
MS,38670,"33,446.34",244,
MS,38671,"51,203.36","9,542","225,727"
MS,38672,"79,595.34","16,951","325,152"
MS,38673,"83,153.85",20808,"365,770"
MS,38674,"48,806.82",5455,"154,416"
MS,38676,"46,615.35","39,261","110,260"
MS,38680,"52,714.70","12,524","255,172"
MS,38683,"48,796.32",4284,"133,268"
MS,38685,"50,821.15",1115,"175,977"
MS,38701,"50,125.35","57,747","57,711"
MS,38703,"37,031.91","43,703","42,602"
MS,38720,"39,744.45",333,"87,247"
MS,38721,"50,252.63",10000,"106,060"
MS,38725,"57,945.16",19290,"160,777"
MS,38726,"34,433.33", -   ,
MS,38730,"68,946.27","43,821",
MS,38732,"62,317.10","55,855","140,846"
MS,38736,"46,163.64",1545,"117,572"
MS,38737,"34,777.42",2000,"58,300"
MS,38740,"57,618.75",1625,
MS,38744,"65,734.48",9103,"155,962"
MS,38746,"35,570.59", -   ,
MS,38748,"57,977.44","22,150","58,740"
MS,38751,"49,515.78","41,387","88,054"
MS,38753,"62,238.18",20691,"113,977"
MS,38754,"38,183.33",1222,"84,406"
MS,38756,"56,791.60","27,776","65,863"
MS,38759,"74,901.79",34250,"157,729"
MS,38761,"33,567.61",873,"65,814"
MS,38762,"30,587.18",231,
MS,38769,"39,053.16",19519,"89,817"
MS,38771,"37,436.28",5292,"82,725"
MS,38773,"42,627.36",16811,"99,047"
MS,38774,"36,003.37",5640,
MS,38778,"39,610.00",1280,"61,895"
MS,38801,"66,135.58","37,963","184,778"
MS,38804,"82,733.24","76,198","178,618"
MS,38821,"61,455.69","32,028","148,134"
MS,38824,"51,094.24","10,745","142,950"
MS,38826,"90,963.97","72,802","239,756"
MS,38827,"56,613.76",15560,"157,312"
MS,38828,"57,686.91",6764,"182,872"
MS,38829,"53,785.28","23,163","131,144"
MS,38833,"46,502.38",3167,"148,971"
MS,38834,"62,714.12","28,539","153,115"
MS,38838,"54,440.74",2000,
MS,38841,"48,959.15",4042,"185,511"
MS,38843,"61,380.09","19,917","136,290"
MS,38846,"51,330.49",4634,
MS,38847,"52,877.69",4846,"147,295"
MS,38848,"62,373.33",2000,
MS,38849,"62,636.29",6131,"194,153"
MS,38850,"45,748.89",5822,"136,132"
MS,38851,"55,731.10","37,826","137,135"
MS,38852,"60,405.77","30,637","188,303"
MS,38855,"56,500.50","10,151","139,689"
MS,38856,"62,553.52",6000,"144,256"
MS,38857,"64,484.71",6071,"209,104"
MS,38858,"48,798.89",5697,"136,219"
MS,38859,"45,507.69",538,"124,554"
MS,38860,"38,533.47",5500,"116,185"
MS,38862,"49,586.54",8827,"150,564"
MS,38863,"55,491.56","18,321","188,791"
MS,38864,"58,334.55",18945,"170,106"
MS,38865,"52,303.11","13,482","154,938"
MS,38866,"74,868.98","26,051","226,662"
MS,38868,"46,570.85","11,444","150,033"
MS,38870,"61,210.43",6330,"170,194"
MS,38871,"57,142.17",8578,"206,884"
MS,38873,"57,754.21",4224,"154,303"
MS,38876,"60,547.17",4226,"127,222"
MS,38878,"45,734.19",8564,"96,424"
MS,38901,"56,192.64","27,323","103,537"
MS,38913,"43,270.59",471,"131,652"
MS,38914,"46,347.06",471,"108,367"
MS,38915,"48,474.31",13486,"117,246"
MS,38916,"46,063.07","17,409","95,233"
MS,38917,"63,214.73","26,000","175,426"
MS,38920,"41,718.52",444,"93,936"
MS,38921,"41,100.00",10839,"85,778"
MS,38922,"42,900.00",7016,"103,102"
MS,38923,"45,886.96",870,"140,825"
MS,38924,"40,242.31",1385,
MS,38925,"49,176.19",5690,"129,392"
MS,38927,"52,255.81",1256,"127,128"
MS,38928,"59,815.79", -   ,
MS,38929,"47,951.92",2038,"91,910"
MS,38930,"51,852.68","46,964","71,322"
MS,38940,"53,597.73",7864,"129,514"
MS,38941,"35,818.59",7154,"39,917"
MS,38943,"66,552.94",8941,"197,356"
MS,38944,"45,861.54", -   ,"120,018"
MS,38948,"48,196.47",7106,"114,808"
MS,38949,"47,053.85",308,
MS,38950,"34,981.82", -   ,
MS,38951,"41,102.44",1122,"112,393"
MS,38952,"56,405.56",28000,"114,019"
MS,38953,"56,791.67",250,"113,926"
MS,38954,"34,894.87",359,"71,782"
MS,38961,"46,411.63",465,"121,096"
MS,38963,"37,296.77",323,"56,848"
MS,38965,"55,438.02","20,609","168,599"
MS,38967,"50,062.55","16,007","102,535"
MS,39038,"40,403.79","13,251","69,995"
MS,39039,"64,750.51","24,444","165,122"
MS,39040,"59,495.24",6635,"145,392"
MS,39041,"52,191.03","16,756","115,593"
MS,39042,"78,268.79","27,615","271,205"
MS,39044,"53,914.84",6877,"173,263"
MS,39045,"36,817.24",172,
MS,39046,"56,137.27","28,595","217,522"
MS,39047,"94,983.19","58,142","279,045"
MS,39051,"50,798.02","16,652","148,549"
MS,39054,"47,438.89",1444,"94,263"
MS,39056,"79,628.23","33,750","223,484"
MS,39057,"44,460.61",909,"158,842"
MS,39059,"50,191.93","9,384","119,955"
MS,39063,"33,428.21",2051,"43,339"
MS,39066,"48,647.80",8330,"105,971"
MS,39067,"47,091.84",3347,"107,910"
MS,39069,"38,148.48",1616,"97,104"
MS,39071,"92,731.10","72,362","275,818"
MS,39073,"64,807.33","19,837","233,662"
MS,39074,"47,525.44","10,577","101,275"
MS,39078,"42,740.00",267,
MS,39079,"38,196.61",305,"54,567"
MS,39082,"54,100.00",1061,"142,259"
MS,39083,"45,131.76","15,942","102,681"
MS,39086,"34,593.15",2877,"114,446"
MS,39090,"55,642.22","23,200","108,569"
MS,39092,"49,591.74",3917,"113,332"
MS,39094,"55,872.48",5946,"144,780"
MS,39095,"40,026.21","15,016","67,265"
MS,39096,"40,820.00",1046,"127,277"
MS,39097,"32,553.85",385,"74,074"
MS,39108,"49,239.73",2274,"131,394"
MS,39110,"149,401.69","142,419","390,413"
MS,39111,"54,226.36","23,016","150,365"
MS,39114,"56,928.68","9,235","146,957"
MS,39116,"61,970.71",8081,"162,463"
MS,39117,"54,198.13","7,872","109,329"
MS,39119,"48,204.69",3718,"124,536"
MS,39120,"55,604.11","58,643","108,525"
MS,39140,"50,141.57",6584,"96,520"
MS,39144,"35,120.93",558,"125,670"
MS,39145,"66,679.65","12,920","206,707"
MS,39146,"40,246.39",1464,"80,649"
MS,39149,"46,198.44",2531,"129,679"
MS,39150,"39,956.34","14,272","80,440"
MS,39152,"54,245.65",2304,"136,827"
MS,39153,"55,315.75",6299,"133,200"
MS,39154,"70,843.24","33,019","231,111"
MS,39156,"58,645.00",1300,
MS,39157,"139,058.95","190,860","265,921"
MS,39159,"51,624.21","60,695","83,186"
MS,39160,"46,118.18",3655,"102,897"
MS,39166,"53,252.94",588,"89,437"
MS,39168,"48,580.39",4620,"127,636"
MS,39169,"31,140.00",1720,"54,827"
MS,39170,"67,675.90","18,194","244,940"
MS,39175,"46,291.15",7073,"102,065"
MS,39176,"48,161.64",2630,"135,325"
MS,39179,"58,536.17",7915,"138,359"
MS,39180,"59,668.32","35,195","142,824"
MS,39183,"63,144.54","24,485","154,292"
MS,39189,"42,773.76",1206,"131,274"
MS,39191,"61,917.61","11,176","175,152"
MS,39192,"49,849.12",9579,"105,675"
MS,39194,"43,717.45","28,121","81,899"
MS,39201,"213,924.00","920,720",
MS,39202,"71,915.47","73,986","162,001"
MS,39203,"25,342.47",110,"32,243"
MS,39204,"28,519.17",823,"37,424"
MS,39206,"42,885.96","14,274","90,889"
MS,39208,"54,261.76","12,536","198,486"
MS,39209,"32,475.41","3,855","38,422"
MS,39211,"117,890.67","284,192","196,408"
MS,39212,"38,427.78","8,022","82,265"
MS,39213,"33,081.38",1569,"39,994"
MS,39216,"133,062.66","172,646","203,058"
MS,39218,"52,967.00","7,562","206,106"
MS,39232,"128,658.35","170,254","325,095"
MS,39272,"50,867.43","6,845","207,230"
MS,39301,"51,164.69","18,802","83,662"
MS,39305,"103,772.80","90,943","183,385"
MS,39307,"35,338.10","8,924","55,555"
MS,39320,"83,202.82","30,845","193,107"
MS,39322,"51,951.35",2919,"134,834"
MS,39323,"55,064.71",5333,"143,412"
MS,39325,"73,312.21","15,748","206,375"
MS,39326,"56,276.92",11615,"117,483"
MS,39327,"61,433.76","13,159","166,403"
MS,39328,"41,361.58",10508,"107,674"
MS,39330,"63,622.69",7933,"140,455"
MS,39332,"64,327.40",8521,"164,477"
MS,39335,"52,472.31","15,646","143,140"
MS,39336,"43,117.31",1923,"128,238"
MS,39337,"56,218.84",9681,"144,012"
MS,39338,"46,570.59",4353,"119,452"
MS,39339,"53,487.86","27,251","129,795"
MS,39341,"43,224.06","15,602","107,213"
MS,39342,"71,986.30","40,192","164,859"
MS,39345,"45,498.07","18,965","117,934"
MS,39346,"48,100.00",1977,"141,318"
MS,39347,"55,770.18",8947,"140,516"
MS,39348,"30,446.15", -   ,
MS,39350,"58,512.75","28,445","130,894"
MS,39352,"37,533.33",424,
MS,39354,"48,046.38",6986,"122,552"
MS,39355,"55,477.60","22,968","101,404"
MS,39356,"49,516.00",880,"135,380"
MS,39358,"42,054.90",2706,
MS,39360,"42,671.23",3973,"85,322"
MS,39361,"45,194.00",13920,
MS,39362,"45,884.62",2115,"125,112"
MS,39363,"41,255.93",203,"59,566"
MS,39364,"47,770.00",7033,"128,554"
MS,39365,"54,962.54","7,381","140,840"
MS,39366,"40,000.00",423,"91,792"
MS,39367,"56,892.95","40,842","127,691"
MS,39401,"51,400.06","20,884","132,337"
MS,39402,"123,921.61","96,407","264,454"
MS,39421,"50,127.73",10336,"98,051"
MS,39422,"53,946.36","28,509","125,106"
MS,39423,"46,767.37",3053,"110,466"
MS,39425,"51,001.59",2159,"129,923"
MS,39426,"69,462.43","26,690","249,065"
MS,39427,"42,789.58",2125,"95,578"
MS,39428,"54,131.03","18,021","136,983"
MS,39429,"58,958.79","45,313","125,328"
MS,39437,"67,123.50","25,845","178,018"
MS,39439,"44,767.23",3842,"105,790"
MS,39440,"57,540.46","45,991","99,417"
MS,39443,"65,091.39","21,544","163,513"
MS,39451,"59,591.88",6638,"130,463"
MS,39452,"64,312.30","16,512","200,947"
MS,39455,"56,727.17","13,913","167,334"
MS,39456,"47,330.19",679,"127,014"
MS,39459,"58,792.20",6369,"179,544"
MS,39461,"69,504.55",1727,"141,182"
MS,39462,"51,257.50",500,"113,897"
MS,39464,"58,523.60",10157,"163,561"
MS,39465,"70,049.53","18,738","209,951"
MS,39466,"57,398.72","17,984","184,476"
MS,39470,"61,006.85","21,349","212,427"
MS,39474,"43,319.34",8377,"79,213"
MS,39475,"73,088.71","26,129","230,293"
MS,39476,"58,449.47","7,208","140,530"
MS,39478,"53,769.86",4849,"147,018"
MS,39479,"63,243.83","24,604","171,818"
MS,39480,"63,675.49",11608,"169,581"
MS,39481,"65,794.12",10059,"145,613"
MS,39482,"75,454.86","24,467","247,941"
MS,39483,"54,632.68",7454,"132,859"
MS,39501,"38,649.25","17,114","104,438"
MS,39503,"62,436.79","27,091","214,955"
MS,39507,"69,495.92","56,422","197,366"
MS,39520,"66,233.21","62,399","230,123"
MS,39525,"86,904.11","67,835","242,376"
MS,39530,"49,428.66","24,358","143,226"
MS,39531,"66,544.44","45,011","191,874"
MS,39532,"68,469.37","29,062","250,801"
MS,39540,"64,837.29","21,439","209,402"
MS,39553,"56,537.42","21,683","175,173"
MS,39556,"61,438.11","16,358","219,549"
MS,39560,"67,798.80","32,361","222,214"
MS,39561,"54,125.00",3841,"200,177"
MS,39562,"64,417.04","12,139","194,196"
MS,39563,"43,344.69","16,359","95,414"
MS,39564,"85,700.26","44,062","256,425"
MS,39565,"68,461.65","18,517","262,102"
MS,39567,"75,506.65","52,645","138,518"
MS,39571,"87,857.81","75,375","287,374"
MS,39572,"51,125.00",545,"145,179"
MS,39573,"63,023.45","17,904","211,081"
MS,39574,"58,640.42","12,366","226,648"
MS,39576,"63,679.76","32,251","198,810"
MS,39577,"58,677.95","19,851","156,993"
MS,39581,"46,090.41","14,405","131,445"
MS,39601,"63,122.64","35,995","163,776"
MS,39629,"59,831.78","11,248","182,772"
MS,39630,"42,388.57",1029,"100,345"
MS,39631,"51,286.67",7150,"114,482"
MS,39633,"42,661.29",645,"100,194"
MS,39638,"44,083.33",13930,"106,597"
MS,39641,"56,150.00",5663,"136,273"
MS,39643,"49,872.55",2196,"147,219"
MS,39645,"55,063.04","15,109","145,104"
MS,39647,"57,809.09",2864,"164,498"
MS,39648,"43,639.34","12,536","84,748"
MS,39652,"43,185.96","8,674","90,887"
MS,39653,"62,975.00",13942,"145,594"
